epsilon,quantum_mean,quantum_std,classical_mean,classical_std
0.0,0.5311111111111111,0.07500617258550078,0.6055555555555555,0.041410322563520494
0.05,0.27111111111111114,0.03790827135384886,0.36777777777777776,0.07493206800038829
0.1,0.19999999999999998,0.05925462944877059,0.3277777777777778,0.09477067838462212
0.15,0.15888888888888889,0.061493751564540934,0.2622222222222222,0.08700787533534175
0.2,0.14222222222222222,0.04525647078759178,0.21555555555555553,0.08846426355272463
0.3,0.09666666666666668,0.04582575694955839,0.16444444444444442,0.10935839821092505
0.4,0.03222222222222223,0.010715167512214395,0.1433333333333333,0.0523874454850057
